Nº Protocolo;Código DRE;DRE;Processo ;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Valor Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Solicitação Parceria;Data Lavratura do Termo;Data do Encerramento
3122017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054533-0;300273;CASA DO CRISTO REDENTOR;73.427.775/0001-11;400469;CEI INDIR - CASA DO CRISTO III;113;41;144472,29;0;0;01/01/2023;31/12/2027;Aprovado;28/10/2017;29/12/2017;
2523;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-4.028.231-6;300273;CASA DO CRISTO REDENTOR;73.427.775/0001-11;400469;CEI INDIR - CASA DO CRISTO III;112;32;71857,08;0;0;16/12/2015;15/06/2018;Encerrado;16/12/2015;16/12/2015;31/12/2017
702;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2013-0.165.162-8;300273;CASA DO CRISTO REDENTOR;73.427.775/0001-11;400469;CEI INDIR - CASA DO CRISTO III;112;32;63347,2;0;0;02/08/2013;01/02/2016;Encerrado;21/07/2014;01/08/2013;16/12/2015
1220;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2014-0.214.059-9;300145;ASS BRASILEIRA DE EDUCACAO E CULTURA;73.427.775/0001-11;400608;CEI INDIR - CENTRO SOCIAL MARISTA ITAQUERA I;196;55;126856,73;0;0;08/03/2017;07/09/2019;Encerrado;15/09/2014;08/09/2014;31/12/2017
1472017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054262-5;300397;FUNDACAO COMUNIDADE DA GRACA;73.427.775/0001-11;400763;CEI INDIR - CIDADE A. E. CARVALHO II;271;115;310660,01;0;0;17/10/2022;16/10/2027;Aprovado;18/09/2017;27/09/2017;
750;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.250.771-5;300397;FUNDACAO COMUNIDADE DA GRACA;73.427.775/0001-11;400763;CEI INDIR - CIDADE A. E. CARVALHO II;232;88;132690,7;0;0;17/04/2015;16/10/2017;Encerrado;25/07/2014;17/10/2012;16/10/2017
2322018;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2018/0000304-1;300181;INSTITUTO AMA SAO PAULO - AMASP;73.427.775/0001-11;400843;CEI INDIR - CIDADE LIDER;201;75;233859,81;0;0;01/02/2023;31/01/2028;Aprovado;16/01/2018;01/02/2018;
3422017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6106.2017/0054815-1;800039;ASSOCIAÇÃO QUIÁLTERAS CULTURAIS - A.Q.C;73.427.775/0001-11;400764;CEI INDIR - CONJUNTO HABITACIONAL ITAQUERA IV;221;128;223683,6;0;0;27/11/2017;26/11/2022;Encerrado;07/11/2017;27/11/2017;22/07/2019
912023;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2023/0145333-3;800648;INSTITUTO EDUCACIONAL E CULTURAL LUZ DIVINA;73.427.775/0001-11;400868;CEI INDIR - CONJUNTO HABITACIONAL ITAQUERA IV;216;96;256139,16;0;0;26/12/2023;25/12/2028;Aprovado;28/12/2023;26/12/2023;
832019;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2019/0041619-4;800648;INSTITUTO EDUCACIONAL E CULTURAL LUZ DIVINA;73.427.775/0001-11;400868;CEI INDIR - CONJUNTO HABITACIONAL ITAQUERA IV;226;82;257875,46;0;0;24/07/2019;23/07/2024;Aprovado;29/07/2019;24/07/2019;
1956;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.125.801-6;800039;ASSOCIAÇÃO QUIÁLTERAS CULTURAIS - A.Q.C;73.427.775/0001-11;400764;CEI INDIR - CONJUNTO HABITACIONAL ITAQUERA IV;221;110;132935,78;0;0;27/05/2015;26/11/2017;Encerrado;22/06/2015;27/05/2015;26/11/2017
824;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.236.601-1;300613;UNIAO SOCIAL BRASIL GIGANTE;60.543.279/0001-81;400764;CEI INDIR - CONJUNTO HABITACIONAL ITAQUERA IV;183;87;94995;0;0;09/10/2012;08/04/2015;Encerrado;29/07/2014;09/10/2012;
20170039;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2017-0.020.924-4;300502;INSTITUTO SAO PAULO MELHOR;60.543.279/0001-81;400746;CEI INDIR - CONJUNTO JOSE BONIFACIO;124;48;90468,3;0;0;08/03/2017;07/09/2019;Encerrado;07/03/2017;07/03/2017;31/12/2017
8892017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054961-1;300502;INSTITUTO SAO PAULO MELHOR;60.543.279/0001-81;400746;CEI INDIR - CONJUNTO JOSE BONIFACIO;124;48;127853,6;0;0;01/01/2018;31/12/2022;Encerrado;16/12/2017;20/12/2017;31/10/2019
2042019;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2019/0072750-5;800672;SPDM - ASSOC PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;04.730.949/0001-06;400746;CEI INDIR - CONJUNTO JOSE BONIFACIO;120;48;95480,7;0;0;01/11/2019;31/10/2024;Encerrado;01/11/2019;01/11/2019;13/08/2022
282022;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2022/0083558-3;800487;INSTITUTO EM PROL DA EDUCACAO INFANTIL CRIANCAS ESPETACULARE;04.730.949/0001-06;400746;CEI INDIR - CONJUNTO JOSE BONIFACIO;120;48;154025,4;0;0;13/08/2022;12/08/2027;Aprovado;15/08/2022;13/08/2022;
146;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2011-0.364.698-9;300502;INSTITUTO SAO PAULO MELHOR;12.409.774/0001-50;400746;CEI INDIR - CONJUNTO JOSE BONIFACIO;80;48;49580;0;0;08/03/2012;07/09/2014;Encerrado;01/04/2014;08/03/2012;
145;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2011-0.364.698-9;300502;INSTITUTO SAO PAULO MELHOR;12.409.774/0001-50;400746;CEI INDIR - CONJUNTO JOSE BONIFACIO;124;48;78654,06;0;0;08/09/2014;07/03/2017;Encerrado;01/04/2014;08/03/2012;07/03/2017
4802017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054267-6;300397;FUNDACAO COMUNIDADE DA GRACA;12.409.774/0001-50;400704;CEI INDIR - ESPACO DA COMUNIDADE IV;152;64;188063,32;0;0;01/01/2023;31/12/2027;Aprovado;17/11/2017;29/12/2017;
2658;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2016-0.083.365-5;300397;FUNDACAO COMUNIDADE DA GRACA;12.409.774/0001-50;400704;CEI INDIR - ESPACO DA COMUNIDADE IV;160;54;101961,42;0;0;30/04/2016;29/10/2018;Encerrado;28/04/2016;30/04/2016;31/12/2017
740;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2011-0.043.110-8;300397;FUNDACAO COMUNIDADE DA GRACA;60.597.044/0001-72;400704;CEI INDIR - ESPACO DA COMUNIDADE IV;150;54;82424,4;0;0;30/10/2013;29/04/2016;Encerrado;24/07/2014;29/04/2011;29/04/2016
912017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0045334-7;300397;FUNDACAO COMUNIDADE DA GRACA;60.597.044/0001-72;308847;CEI INDIR - ESPACO DA COMUNIDADE VI;150;50;179846,1;0;0;13/09/2022;12/09/2027;Aprovado;18/08/2017;13/09/2017;
3736;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2016-0.116.881-7;800183;ASSOCIACAO NOVOS HORIZONTES A COMUNIDADE;60.597.044/0001-72;307063;CEI INDIR - FLOR DE LIS IV;80;32;58947,56;0;0;01/08/2016;31/01/2019;Encerrado;08/07/2016;08/07/2016;31/12/2017
4812017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054269-2;300886;INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA;58.371.451/0001-15;400824;CEI INDIR - FRANCISCO PEREIRA SOBRINHO;216;72;209147,2;0;0;01/01/2018;31/12/2022;Encerrado;17/11/2017;29/12/2017;31/12/2022
362023;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2023/0010043-7;300847;ASS BENEFICENTE KAIROS;58.371.451/0001-15;400824;CEI INDIR - FRANCISCO PEREIRA SOBRINHO;202;91;242184,47;0;0;04/02/2023;03/02/2028;Aprovado;08/02/2023;04/02/2023;
4843;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2016-0.124.440-8;300886;INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA;58.371.451/0001-15;400824;CEI INDIR - FRANCISCO PEREIRA SOBRINHO;130;66;94924,74;0;0;01/12/2016;31/05/2019;Encerrado;01/12/2016;01/12/2016;31/12/2017
831;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2010-0.285.262-1;300613;UNIAO SOCIAL BRASIL GIGANTE;00.329.111/0001-46;307489;CEI INDIR - GARATUJA;69;45;44391;0;0;09/08/2013;08/02/2015;Encerrado;29/07/2014;09/02/2011;08/02/2015
2638;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2016-0.069.460-4;800022;ASSOCIAÇÃO VOO DA FENIX;55.223.457/0001-57;308676;CEI INDIR - GERALDO CASTRO DA SILVA;157;78;106388,79;0;0;20/04/2016;14/09/2018;Encerrado;13/04/2016;20/04/2016;12/09/2017
11612017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054648-5;300558;CENTRO SOCIOEDUCATIVO PERSEVERANÇA;04.730.949/0001-06;400401;CEI INDIR - GLEBA DO PESSEGO;147;50;177357,72;0;0;01/01/2023;31/12/2027;Aprovado;26/12/2017;27/12/2017;
888;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.342.707-3;300558;CENTRO SOCIOEDUCATIVO PERSEVERANÇA;55.223.457/0001-57;400401;CEI INDIR - GLEBA DO PESSEGO;130;50;81607,1;0;0;01/07/2015;31/12/2017;Encerrado;30/07/2014;28/12/2012;31/12/2017
2208;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.098.713-8;300448;INSTITUTO DE ACAO SOCIAL AMIGOS DA CIDADE;55.223.457/0001-57;400668;CEI INDIR - HERMINIO MORENO FERNANDES;226;108;134588,22;0;0;21/06/2015;20/12/2017;Encerrado;27/08/2015;04/05/2015;31/12/2015
922;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2010-0.062.961-5;300448;INSTITUTO DE ACAO SOCIAL AMIGOS DA CIDADE;04.322.035/0001-06;400668;CEI INDIR - HERMINIO MORENO FERNANDES;226;108;114150;0;0;21/12/2012;20/06/2015;Encerrado;31/07/2014;21/06/2010;20/06/2015
10072017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054838-0;300850;ORGANIZACAO BENEFICENTE INOVA NA ATITUDE;04.322.035/0001-06;307489;CEI INDIR - INOVA NA ATITUDE;76;28;84581,84;0;0;01/01/2018;31/12/2022;Encerrado;19/12/2017;29/12/2017;30/09/2020
2219;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.169.312-0;300850;ORGANIZACAO BENEFICENTE INOVA NA ATITUDE;04.322.035/0001-06;307489;CEI INDIR - INOVA NA ATITUDE;75;28;53096,86;0;0;21/07/2015;20/01/2018;Encerrado;31/08/2015;21/07/2015;31/12/2017
292018;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054663-9;300034;ASS BENEFICENTE BOM PASTOR;74.032.871/0001-23;400841;CEI INDIR - ITAQUERA I;111;57;150174,93;0;0;01/01/2023;31/12/2027;Aprovado;28/12/2017;29/12/2017;
12672017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054394-0;300651;PRO SAUDE ASS BENEFICENTE DE ASSISTENCIA SOCIAL;74.032.871/0002-04;400353;CEI INDIR - JARDIM ELIANE;145;62;154986,7;0;0;01/01/2018;31/12/2022;Encerrado;27/12/2017;29/12/2017;24/12/2022
572022;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2022/0135093-1;800008;ASSOCIAÇÃO INFÂNCIA COM ALIMENTO E AFETO;74.032.871/0002-04;400353;CEI INDIR - JARDIM ELIANE;146;62;182149,66;0;0;24/12/2022;23/12/2027;Aprovado;29/12/2022;24/12/2022;
906;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.293.706-0;300546;PRO SAUDE ASSOC. BENEFICENTE DE ASSISTENCIA SOCIAL HOSPITAR;43.654.110/0001-80;400353;CEI INDIR - JARDIM ELIANE;142;62;91865,38;0;0;01/07/2015;30/01/2018;Encerrado;31/07/2014;28/12/2012;31/12/2017
20170077;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2017-0.038.821-1;300544;ONG PLENO VIVER;58.720.350/0001-02;400749;CEI INDIR - JARDIM IPANEMA I;210;66;136417,26;0;0;29/05/2017;28/11/2019;Encerrado;24/05/2017;19/05/2017;31/12/2017
5122017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054649-3;300544;ONG PLENO VIVER;58.720.350/0001-02;400749;CEI INDIR - JARDIM IPANEMA I;210;75;289589,94;0;0;01/01/2023;31/12/2027;Aprovado;22/11/2017;29/12/2017;
916;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.055.765-0;300544;ONG PLENO VIVER;58.720.350/0001-02;400749;CEI INDIR - JARDIM IPANEMA I;210;66;118629,18;0;0;29/11/2014;28/05/2017;Encerrado;31/07/2014;29/05/2012;28/05/2017
1952020;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2020/0035531-6;300544;ONG PLENO VIVER;13.222.705/0001-03;400878;CEI INDIR - JARDIM SANTA TEREZINHA;200;78;234435,7;0;0;04/05/2020;03/05/2025;Aprovado;13/05/2020;04/05/2020;
7042018;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2018/0037516-0;300694;CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS;17.697.986/0001-01;400861;CEI INDIR - JARDIM SANTO EDUARDO;147;79;190942,77;0;0;06/07/2023;05/07/2028;Aprovado;06/07/2018;06/07/2018;
4682017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0044159-4;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;13.222.705/0001-03;400309;CEI INDIR - JARDIM SANTO EDUARDO;129;57;134649,45;0;0;01/01/2018;31/12/2022;Encerrado;16/11/2017;29/12/2017;05/07/2018
728;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.275.755-0;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;02.998.969/0001-29;400309;CEI INDIR - JARDIM SANTO EDUARDO;136;64;87205,9;0;0;01/07/2015;31/12/2017;Encerrado;24/07/2014;28/12/2012;31/12/2017
8972017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054855-0;300181;INSTITUTO AMA SAO PAULO - AMASP;59.291.278/0001-08;400719;CEI INDIR - JOAO FERNANDES III;176;68;209844,16;0;0;01/01/2023;31/12/2027;Aprovado;16/12/2017;29/12/2017;
4809;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2016-0.220.442-6;300181;INSTITUTO AMA SAO PAULO - AMASP;60.557.329/0001-80;400719;CEI INDIR - JOAO FERNANDES III;181;54;115658,16;0;0;01/01/2017;30/06/2019;Encerrado;26/10/2016;26/10/2016;31/12/2017
238;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2011-0.216.313-5;300181;INSTITUTO AMA SAO PAULO - AMASP;04.578.849/0001-06;400719;CEI INDIR - JOAO FERNANDES III;181;54;97965,19;0;0;01/06/2014;31/12/2016;Encerrado;07/04/2014;16/11/2011;31/12/2016
8962017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054837-2;300181;INSTITUTO AMA SAO PAULO - AMASP;04.578.849/0001-06;400742;CEI INDIR - JOAO FERNANDES IV;210;66;237108,9;0;0;01/01/2023;31/12/2027;Aprovado;16/12/2017;29/12/2017;
3735;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2016-0.116.891-4;300181;INSTITUTO AMA SAO PAULO - AMASP;06.128.226/0001-59;400742;CEI INDIR - JOAO FERNANDES IV;213;66;128593,83;0;0;29/07/2016;28/01/2019;Encerrado;07/07/2016;08/07/2016;31/12/2017
1089;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2011-0.191.618-0;300181;INSTITUTO AMA SAO PAULO - AMASP;58.106.972/0001-45;400742;CEI INDIR - JOAO FERNANDES IV;213;66;113100,87;0;0;29/01/2014;28/07/2016;Encerrado;06/08/2014;29/07/2011;28/07/2016
2952020;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2020/0082312-3;300181;INSTITUTO AMA SAO PAULO - AMASP;58.106.972/0001-45;307063;CEI INDIR - JOAO FERNANDES XII;80;32;109872,4;0;0;14/10/2020;13/10/2025;Aprovado;16/10/2020;14/10/2020;
10532017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054877-1;300323;CENTRO SOCIAL PADRE CICERO ROMAO;58.932.419/0001-61;400352;CEI INDIR - JOAQUIM ALENCAR SEIXAS;144;41;170653,29;0;0;01/01/2023;31/12/2027;Aprovado;20/12/2017;20/12/2017;
588;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.254.140-9;300323;CENTRO SOCIAL PADRE CICERO ROMAO;51.582.229/0001-12;400352;CEI INDIR - JOAQUIM ALENCAR SEIXAS;154;41;89671,1;0;0;01/07/2015;31/12/2017;Encerrado;11/07/2014;13/12/2012;31/12/2017
12682017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054245-5;300034;ASS BENEFICENTE BOM PASTOR;51.582.229/0001-12;400388;CEI INDIR - JOSE BONIFACIO (BOM PASTOR II);86;32;115734,04;0;0;01/01/2023;31/12/2027;Aprovado;27/12/2017;29/12/2017;
2522;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.284.000-2;300034;ASS BENEFICENTE BOM PASTOR;00.439.614/0001-74;400388;CEI INDIR - JOSE BONIFACIO (BOM PASTOR II);110;32;70926,04;0;0;10/12/2015;09/06/2018;Encerrado;16/12/2015;10/12/2015;31/12/2017
149;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2010-0.302.770-5;300034;ASS BENEFICENTE BOM PASTOR;01.702.013/0001-75;400388;CEI INDIR - JOSE BONIFACIO (BOM PASTOR II);110;32;62526,4;0;0;16/07/2013;15/01/2016;Encerrado;02/04/2014;16/12/2010;10/12/2015
1252017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054855-0;300502;INSTITUTO SAO PAULO MELHOR;01.702.013/0001-75;400730;CEI INDIR - JOSE LOURENCO DE LIMA;140;54;128648,1;0;0;09/09/2017;08/09/2022;Encerrado;05/09/2017;05/09/2017;31/10/2019
2154;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2014-0.284.159-7;300502;INSTITUTO SAO PAULO MELHOR;16.629.798/0001-75;400730;CEI INDIR - JOSE LOURENCO DE LIMA;140;54;86675,82;0;0;09/03/2015;08/09/2017;Encerrado;11/08/2015;09/03/2015;08/09/2017
144;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2010-0.011.649-9;300502;INSTITUTO SAO PAULO MELHOR;01.414.029/0001-82;400730;CEI INDIR - JOSE LOURENCO DE LIMA;140;54;73740;0;0;03/08/2012;02/02/2015;Encerrado;01/04/2014;03/02/2010;02/02/2015
20170059;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2017-0.057.815-0;800022;ASSOCIAÇÃO VOO DA FENIX;43.633.288/0001-44;400660;CEI INDIR - KAIROS;168;54;98398,86;0;0;11/04/2017;10/10/2017;Encerrado;12/04/2017;11/04/2017;12/09/2017
1538;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2014-0.269.298-2;800022;ASSOCIAÇÃO VOO DA FENIX;05.540.392/0001-03;400660;CEI INDIR - KAIROS;157;45;91809,06;0;0;01/10/2014;31/03/2017;Encerrado;08/01/2015;01/10/2014;31/03/2017
1067;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2009-0.364.097-6;300494;INSTITUTO ESPERANCA;22.690.069/0004-70;400660;CEI INDIR - KAIROS;157;45;78285;0;0;15/09/2012;14/03/2015;Encerrado;05/08/2014;15/03/2010;
2210;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.141.533-2;300117;ASS CRISTA BOA SEMENTE;17.697.986/0001-01;400482;CEI INDIR - LYLY BYAN;75;27;52869,99;0;0;12/07/2015;11/01/2018;Encerrado;27/08/2015;01/07/2015;04/01/2017
251;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2010-0.079.950-2;300117;ASS CRISTA BOA SEMENTE;01.501.866/0001-49;400482;CEI INDIR - LYLY BYAN;75;27;46608,6;0;0;12/01/2013;11/07/2015;Encerrado;11/04/2014;12/07/2010;11/07/2015
932017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0046736-4;301100;UNIAO SOCIAL AMIGOS DO JARDIM ROBRU;04.931.931/0001-64;308848;CEI INDIR - MARAVILHA III;198;107;182753;0;0;13/09/2017;12/09/2022;Encerrado;21/08/2017;13/09/2017;31/03/2020
12702017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054660-4;300514;OBRA SOCIAL DA PAROQUIA SAO MATEUS APOSTOLO;16.629.798/0001-75;400400;CEI INDIR - MARIA LUIZA AMERICANO;144;55;177211,59;0;0;01/01/2023;31/12/2027;Aprovado;27/12/2017;29/12/2017;
919;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2014-0.033.600-3;300514;OBRA SOCIAL DA PAROQUIA SAO MATEUS APOSTOLO;09.575.019/0001-30;400400;CEI INDIR - MARIA LUIZA AMERICANO;145;57;99656,58;0;0;03/09/2016;02/04/2019;Encerrado;31/07/2014;28/02/2014;31/12/2017
12212017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054541-1;300599;UNIAO CIDADE LIDER PRO MELHORAMENTOS DO BAIRRO;09.575.019/0001-30;400545;CEI INDIR - NERIVALDO LEAL;59;23;84861,83;0;0;01/01/2023;31/12/2027;Aprovado;27/12/2017;29/12/2017;
3771;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2016-0.171.280-0;300599;UNIAO CIDADE LIDER PRO MELHORAMENTOS DO BAIRRO;09.575.019/0001-30;400545;CEI INDIR - NERIVALDO LEAL;70;25;51987,1;0;0;19/08/2016;18/02/2019;Encerrado;22/08/2016;19/08/2016;31/12/2017
928;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2011-0.177.938-8;300599;UNIAO CIDADE LIDER PRO MELHORAMENTOS DO BAIRRO;13.991.139/0002-77;400545;CEI INDIR - NERIVALDO LEAL;73;25;47125,93;0;0;16/02/2014;15/07/2016;Encerrado;31/07/2014;16/08/2011;15/07/2016
12722017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054248-0;300034;ASS BENEFICENTE BOM PASTOR;13.991.139/0002-77;400387;CEI INDIR - NOGUEIRA SUDESTE;102;42;135081,66;0;0;01/01/2023;31/12/2027;Aprovado;27/12/2017;29/12/2017;
150;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.293.714-0;300034;ASS BENEFICENTE BOM PASTOR;62.915.459/0001-72;400387;CEI INDIR - NOGUEIRA SUDESTE;128;56;82092,62;0;0;01/07/2015;31/12/2017;Encerrado;02/04/2014;28/12/2012;31/12/2017
12752017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054129-7;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;00.103.180/0001-37;400444;CEI INDIR - NOSSA SENHORA SAGRADO CORACAO;132;64;171474,12;0;0;01/01/2023;31/12/2027;Aprovado;27/12/2017;29/12/2017;
587;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.298.548-0;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;47.413.513/0001-98;400444;CEI INDIR - NOSSA SENHORA SAGRADO CORACAO;155;57;93617,46;0;0;01/07/2015;31/12/2017;Encerrado;11/07/2014;28/12/2012;31/12/2017
7072018;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2018/0037518-6;301020;INSTITUTO EM DEFESA DA CIDADANIA TERCEIRO MILENIO;58.106.972/0001-45;400860;CEI INDIR - ORLANDO IAZZETTI, DEP;136;55;170575,91;0;0;06/07/2023;05/07/2028;Aprovado;06/07/2018;06/07/2018;
4752017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0044155-1;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;04.133.655/0001-99;400442;CEI INDIR - ORLANDO IAZZETTI, DEP.;131;48;132571,6;0;0;01/01/2018;31/12/2022;Encerrado;17/11/2017;29/12/2017;05/07/2018
736;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.275.757-6;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;04.578.849/0001-06;400442;CEI INDIR - ORLANDO IAZZETTI, DEP.;135;27;78629,46;0;0;01/07/2015;31/12/2017;Encerrado;24/07/2014;17/12/2012;31/12/2017
5042017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0056102-6;300775;ASS NOVA ESPERANCA INACIO MONTEIRO;01.352.361/0001-60;400825;CEI INDIR - PICOLO;80;31;109403,95;0;0;01/01/2023;31/12/2027;Aprovado;22/11/2017;29/12/2017;
4879;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2016-0.274.849-3;300775;ASS NOVA ESPERANCA INACIO MONTEIRO;01.352.361/0001-60;400825;CEI INDIR - PICOLO;75;27;59076,42;0;0;01/02/2017;31/07/2019;Encerrado;28/12/2016;28/12/2016;31/12/2017
5002017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054897-6;300274;CENTRO SOCIAL DA PAROQUIA DE SANTA TEREZA DE ARTUR ALVIM;11.694.582/0001-70;400354;CEI INDIR - SANTA TEREZA;77;17;99914,83;0;0;01/01/2023;31/12/2027;Aprovado;21/11/2017;29/12/2017;
2218;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.135.418-0;300274;CENTRO SOCIAL DA PAROQUIA DE SANTA TEREZA DE ARTUR ALVIM;60.597.044/0001-72;400354;CEI INDIR - SANTA TEREZA;80;9;49877,12;0;0;01/07/2015;31/12/2017;Encerrado;31/08/2015;01/07/2015;31/12/2017
1058;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2010-0.077.046-6;300274;CENTRO SOCIAL DA PAROQUIA DE SANTA TEREZA DE ARTUR ALVIM;60.597.044/0001-72;400354;CEI INDIR - SANTA TEREZA;80;9;42755;0;0;01/01/2013;30/06/2015;Encerrado;05/08/2014;01/07/2010;30/06/2015
